Genero,Edad,RangoEdad,EstadoCivil,Tienda,Categoria,Precio
Mujer,31,Adulto,Soltero,Miraflores,Programación,286
Mujer,59,Adulto,Soltero,Santiago de Surco,Tecnologia,117.6
Hombre,39,Adulto,Soltero,San Borja,Tecnologia,44.8
Mujer,35,Adulto,Soltero,Jesus Maria,Programación,126.4
Mujer,45,Adulto,Casado,Chorrillos,Novelas,55
Hombre,37,Adulto,Soltero,San Juan de Miraflores,Humanidad,620
Mujer,52,Adulto,Casado,Santiago de Surco,Nutricion,123
Hombre,19,Joven,Casado,San Borja,Autoayuda,97
Hombre,38,Adulto,Casado,La Molina,Nutricion,372
Hombre,43,Adulto,Soltero,La Molina,Comics,276
Hombre,35,Adulto,Soltero,Centro de Lima,Historia,18.4
Hombre,54,Adulto,Soltero,Los Olivos,Humanidad,66
Mujer,50,Adulto,Casado,San Isidro,Humanidad,35
Hombre,54,Adulto,Soltero,Los Olivos,Empresas,34
Mujer,20,Joven,Soltero,Magdalena,Humanidad,112
Hombre,18,Joven,Soltero,La Molina,Literatura Universal,176
Mujer,33,Adulto,Soltero,Magdalena,Historia,82
Hombre,31,Adulto,Casado,Santiago de Surco,Autoayuda,464
Hombre,32,Adulto,Casado,La Molina,Empresas,88.8
Mujer,36,Adulto,Casado,Santiago de Surco,Literatura  Peruana,87
Mujer,32,Adulto,Soltero,Centro de Lima,Historia,228
Hombre,35,Adulto,Casado,Miraflores,Literatura  Peruana,158.67
Hombre,19,Joven,Casado,Surquillo,Comics,94
Hombre,50,Adulto,Soltero,Santiago de Surco,Nutricion,28
Hombre,47,Adulto,Soltero,La Molina,Historia,110
Mujer,39,Adulto,Casado,Magdalena,Programación,64
Mujer,19,Joven,Casado,San Isidro,Literatura  Peruana,112
Mujer,46,Adulto,Soltero,Jesus Maria,Programación,376
Hombre,60,Adulto,Soltero,Jesus Maria,Humanidad,32
Hombre,51,Adulto,Casado,La Molina,Programación,140
Hombre,38,Adulto,Casado,Jesus Maria,Humanidad,56.8
Hombre,43,Adulto,Soltero,Los Olivos,Academico,108
Mujer,22,Joven,Casado,Chorrillos,Comics,230
Mujer,59,Adulto,Soltero,San Isidro,Historia,61.6
Mujer,20,Joven,Soltero,San Juan de Miraflores,Nutricion,288
Hombre,20,Joven,Casado,Santiago de Surco,Historia,78
Mujer,31,Adulto,Casado,Magdalena,Academico,116.8
Mujer,38,Adulto,Soltero,Centro de Lima,Comics,20
Mujer,26,Joven,Casado,Santiago de Surco,Novelas,232
Mujer,26,Joven,Soltero,San Borja,Programación,139
Mujer,54,Adulto,Casado,Surquillo,Literatura  Peruana,69.33
Hombre,59,Adulto,Casado,San Juan de Miraflores,Infantil,157.33
Mujer,50,Adulto,Soltero,Santiago de Surco,Literatura Universal,65.6
Mujer,56,Adulto,Casado,San Borja,Tecnologia,164
Mujer,36,Adulto,Soltero,Los Olivos,Empresas,59.2
Mujer,30,Joven,Casado,Miraflores,Academico,109.6
Hombre,48,Adulto,Casado,San Juan de Miraflores,Academico,182.67
Mujer,26,Joven,Casado,San Isidro,Tecnologia,274
Hombre,21,Joven,Casado,San Isidro,Historia,22
Mujer,37,Adulto,Casado,Los Olivos,Empresas,20
Hombre,44,Adulto,Soltero,Jesus Maria,Infantil,45.6
Mujer,55,Adulto,Casado,Santiago de Surco,Empresas,17
Hombre,48,Adulto,Soltero,Chorrillos,Literatura  Peruana,77.33
Hombre,18,Joven,Casado,Santiago de Surco,Literatura Universal,82
Mujer,42,Adulto,Casado,San Borja,Nutricion,127
Mujer,30,Joven,Soltero,Centro de Lima,Empresas,87
Hombre,42,Adulto,Casado,San Borja,Literatura Universal,52
Hombre,59,Adulto,Soltero,Centro de Lima,Comics,51
Hombre,40,Adulto,Soltero,Centro de Lima,Empresas,65
Mujer,49,Adulto,Casado,San Isidro,Literatura Universal,87.2
Mujer,43,Adulto,Soltero,Surquillo,Empresas,54.4
Mujer,52,Adulto,Soltero,Santiago de Surco,Comics,220
Mujer,19,Joven,Soltero,Jesus Maria,Academico,76.8
Hombre,25,Joven,Casado,Jesus Maria,Programación,92
Hombre,26,Joven,Soltero,Santiago de Surco,Literatura  Peruana,123.2
Hombre,59,Adulto,Casado,Magdalena,Literatura  Peruana,125.6
Mujer,55,Adulto,Soltero,Miraflores,Programación,92
Hombre,31,Adulto,Soltero,Miraflores,Historia,96
Hombre,41,Adulto,Casado,San Juan de Miraflores,Nutricion,117.33
Hombre,43,Adulto,Soltero,La Molina,Humanidad,50.4
Hombre,53,Adulto,Soltero,Surquillo,Infantil,124
Mujer,49,Adulto,Casado,San Juan de Miraflores,Comics,56
Mujer,56,Adulto,Casado,Chorrillos,Infantil,488
Hombre,43,Adulto,Casado,San Isidro,Literatura Universal,125
Mujer,31,Adulto,Soltero,Centro de Lima,Programación,74
Hombre,55,Adulto,Casado,Jesus Maria,Literatura Universal,310
Mujer,20,Joven,Soltero,Magdalena,Programación,162.67
Mujer,24,Joven,Soltero,La Molina,Humanidad,92
Mujer,43,Adulto,Casado,Chorrillos,Literatura  Peruana,68
Mujer,34,Adulto,Soltero,Miraflores,Autoayuda,104
Hombre,36,Adulto,Casado,Chorrillos,Humanidad,260
Mujer,41,Adulto,Soltero,San Isidro,Academico,472
Mujer,24,Joven,Casado,Los Olivos,Literatura  Peruana,88
Hombre,48,Adulto,Casado,La Molina,Literatura Universal,107
Hombre,49,Adulto,Casado,Miraflores,Literatura Universal,94
Mujer,46,Adulto,Casado,San Borja,Programación,109.33
Mujer,40,Adulto,Casado,Miraflores,Infantil,104
Hombre,51,Adulto,Soltero,San Isidro,Academico,276
Hombre,34,Adulto,Soltero,Miraflores,Literatura Universal,516
Hombre,58,Adulto,Soltero,Los Olivos,Literatura  Peruana,52
Hombre,28,Joven,Soltero,Centro de Lima,Literatura Universal,177.33
Mujer,21,Joven,Soltero,Magdalena,Tecnologia,22.67
Mujer,39,Adulto,Casado,Jesus Maria,Tecnologia,22.67
Hombre,43,Adulto,Casado,La Molina,Literatura Universal,46
Mujer,54,Adulto,Soltero,La Molina,Novelas,130
Mujer,46,Adulto,Soltero,Jesus Maria,Novelas,20
Mujer,59,Adulto,Casado,Santiago de Surco,Infantil,54
Mujer,54,Adulto,Soltero,San Isidro,Humanidad,544
Mujer,59,Adulto,Casado,Magdalena,Humanidad,132
Hombre,44,Adulto,Casado,Miraflores,Empresas,204
Hombre,40,Adulto,Soltero,Los Olivos,Humanidad,81.6
Mujer,42,Adulto,Casado,Jesus Maria,Academico,92
Mujer,47,Adulto,Casado,Santiago de Surco,Novelas,118.67
Hombre,40,Adulto,Soltero,San Juan de Miraflores,Historia,139
Hombre,23,Joven,Casado,Chorrillos,Humanidad,100
Mujer,22,Joven,Soltero,Chorrillos,Literatura  Peruana,158
Mujer,41,Adulto,Casado,La Molina,Literatura Universal,54
Hombre,54,Adulto,Soltero,Miraflores,Comics,76
Mujer,47,Adulto,Casado,Surquillo,Literatura Universal,608
Mujer,29,Joven,Soltero,San Juan de Miraflores,Novelas,488
Mujer,52,Adulto,Casado,San Borja,Literatura  Peruana,552
Mujer,40,Adulto,Soltero,Santiago de Surco,Autoayuda,156
Mujer,60,Adulto,Casado,Surquillo,Humanidad,40
Hombre,51,Adulto,Soltero,Miraflores,Infantil,48.8
Mujer,37,Adulto,Soltero,San Isidro,Historia,588
Mujer,33,Adulto,Casado,Magdalena,Programación,85
Hombre,18,Joven,Soltero,Surquillo,Literatura  Peruana,39.2
Mujer,50,Adulto,Soltero,Chorrillos,Novelas,150
Mujer,48,Adulto,Casado,Miraflores,Historia,73.6
Mujer,30,Joven,Soltero,San Juan de Miraflores,Novelas,41.33
Hombre,50,Adulto,Soltero,San Borja,Nutricion,20
Mujer,43,Adulto,Soltero,Los Olivos,Empresas,147
Hombre,35,Adulto,Casado,Chorrillos,Academico,88
Mujer,24,Joven,Casado,Centro de Lima,Academico,212
Hombre,30,Joven,Casado,San Borja,Novelas,52
Hombre,19,Joven,Casado,San Isidro,Empresas,55.2
Hombre,18,Joven,Soltero,San Borja,Nutricion,56
Hombre,24,Joven,Casado,San Isidro,Historia,108
Hombre,31,Adulto,Soltero,San Isidro,Tecnologia,162.67
Hombre,42,Adulto,Casado,La Molina,Tecnologia,600
Hombre,39,Adulto,Casado,San Juan de Miraflores,Humanidad,58.4
Hombre,59,Adulto,Casado,Los Olivos,Autoayuda,57
Hombre,23,Joven,Soltero,Chorrillos,Nutricion,102
Mujer,22,Joven,Casado,Chorrillos,Humanidad,448
Hombre,44,Adulto,Casado,Miraflores,Literatura Universal,87.2
Mujer,41,Adulto,Casado,Santiago de Surco,Tecnologia,75.2
Mujer,30,Joven,Soltero,San Isidro,Nutricion,125.33
Mujer,23,Joven,Casado,Santiago de Surco,Nutricion,44
Hombre,36,Adulto,Soltero,Miraflores,Tecnologia,300
Mujer,23,Joven,Soltero,San Isidro,Autoayuda,268
Hombre,44,Adulto,Soltero,Surquillo,Tecnologia,19
Hombre,31,Adulto,Casado,Jesus Maria,Nutricion,135
Mujer,60,Adulto,Casado,Surquillo,Infantil,50
Hombre,46,Adulto,Soltero,Jesus Maria,Literatura  Peruana,46
Hombre,33,Adulto,Soltero,Santiago de Surco,Literatura  Peruana,84
Mujer,48,Adulto,Soltero,Centro de Lima,Humanidad,14
Mujer,42,Adulto,Casado,Los Olivos,Autoayuda,69
Hombre,57,Adulto,Casado,San Isidro,Infantil,73.6
Hombre,47,Adulto,Soltero,San Isidro,Tecnologia,388
Mujer,46,Adulto,Casado,Jesus Maria,Empresas,151
Mujer,34,Adulto,Soltero,San Borja,Comics,210.67
Mujer,25,Joven,Casado,Surquillo,Historia,28.8
Mujer,52,Adulto,Soltero,San Isidro,Comics,45
Hombre,46,Adulto,Casado,Santiago de Surco,Infantil,440
Mujer,24,Joven,Casado,San Borja,Infantil,74.4
Hombre,23,Joven,Soltero,Centro de Lima,Humanidad,208
Mujer,44,Adulto,Soltero,Surquillo,Literatura  Peruana,140
Mujer,27,Joven,Soltero,San Borja,Humanidad,464
Hombre,28,Joven,Soltero,Miraflores,Empresas,66
Mujer,44,Adulto,Soltero,San Juan de Miraflores,Historia,44
Hombre,58,Adulto,Soltero,Santiago de Surco,Historia,100.8
Hombre,23,Joven,Casado,San Borja,Tecnologia,172
Mujer,24,Joven,Soltero,Miraflores,Empresas,12
Hombre,43,Adulto,Soltero,Centro de Lima,Academico,96
Mujer,23,Joven,Soltero,Magdalena,Tecnologia,105.6
Hombre,44,Adulto,Casado,Jesus Maria,Nutricion,44
Mujer,33,Adulto,Casado,San Juan de Miraflores,Tecnologia,197.33
Hombre,54,Adulto,Casado,San Isidro,Nutricion,136
Mujer,31,Adulto,Casado,Miraflores,Academico,112
Mujer,26,Joven,Casado,Los Olivos,Autoayuda,576
Mujer,54,Adulto,Soltero,Los Olivos,Tecnologia,22
Mujer,41,Adulto,Soltero,San Isidro,Humanidad,540
Hombre,40,Adulto,Casado,San Isidro,Programación,212
Hombre,18,Joven,Soltero,Centro de Lima,Academico,116
Mujer,25,Joven,Casado,Santiago de Surco,Literatura Universal,236
Hombre,51,Adulto,Soltero,Centro de Lima,Programación,282
Mujer,56,Adulto,Casado,Surquillo,Literatura  Peruana,104
Mujer,47,Adulto,Soltero,San Borja,Humanidad,108.8
Hombre,58,Adulto,Casado,Los Olivos,Programación,104
Mujer,53,Adulto,Casado,Jesus Maria,Historia,210.67
Hombre,58,Adulto,Casado,Surquillo,Programación,101.33
Mujer,54,Adulto,Casado,Los Olivos,Empresas,120
Hombre,29,Joven,Casado,La Molina,Nutricion,306
Mujer,47,Adulto,Soltero,Miraflores,Nutricion,476
Mujer,44,Adulto,Soltero,La Molina,Literatura  Peruana,192
Hombre,28,Joven,Casado,Santiago de Surco,Comics,246
Hombre,32,Adulto,Soltero,Miraflores,Autoayuda,106
Hombre,31,Adulto,Soltero,San Borja,Literatura  Peruana,87.2
Hombre,59,Adulto,Soltero,San Juan de Miraflores,Literatura Universal,51
Mujer,23,Joven,Soltero,San Borja,Infantil,197.33
Hombre,40,Adulto,Casado,San Isidro,Empresas,113
Mujer,52,Adulto,Soltero,Chorrillos,Literatura  Peruana,52
Hombre,32,Adulto,Soltero,Los Olivos,Empresas,580
Mujer,38,Adulto,Casado,Jesus Maria,Infantil,100
Mujer,40,Adulto,Casado,San Juan de Miraflores,Programación,240
Mujer,30,Joven,Casado,Miraflores,Tecnologia,85
Hombre,47,Adulto,Casado,Chorrillos,Historia,100
Mujer,23,Joven,Soltero,San Juan de Miraflores,Academico,127
Hombre,38,Adulto,Soltero,Jesus Maria,Nutricion,36
Hombre,33,Adulto,Soltero,La Molina,Nutricion,70.67
Hombre,24,Joven,Casado,San Juan de Miraflores,Empresas,12
Mujer,45,Adulto,Casado,Centro de Lima,Novelas,102
Mujer,36,Adulto,Casado,Surquillo,Programación,93.6
Mujer,40,Adulto,Casado,La Molina,Tecnologia,250
Mujer,52,Adulto,Soltero,Centro de Lima,Tecnologia,400
Hombre,35,Adulto,Casado,Jesus Maria,Tecnologia,70.67
Mujer,42,Adulto,Casado,Los Olivos,Comics,54
Mujer,49,Adulto,Casado,Jesus Maria,Empresas,60
Hombre,26,Joven,Soltero,Los Olivos,Programación,100
Hombre,46,Adulto,Casado,Chorrillos,Nutricion,83
Mujer,44,Adulto,Soltero,Miraflores,Literatura Universal,144
Hombre,44,Adulto,Soltero,Surquillo,Comics,41.33
Hombre,43,Adulto,Soltero,Santiago de Surco,Nutricion,201.33
Hombre,52,Adulto,Soltero,San Borja,Historia,20
Hombre,33,Adulto,Soltero,San Borja,Tecnologia,94.67
Mujer,58,Adulto,Casado,Miraflores,Autoayuda,168
Mujer,56,Adulto,Soltero,San Juan de Miraflores,Programación,155
Mujer,31,Adulto,Casado,Centro de Lima,Literatura  Peruana,274
Mujer,60,Adulto,Soltero,Santiago de Surco,Empresas,316
Hombre,22,Joven,Soltero,Santiago de Surco,Humanidad,49.6
Hombre,50,Adulto,Casado,San Juan de Miraflores,Historia,8
Hombre,44,Adulto,Soltero,San Juan de Miraflores,Tecnologia,636
Hombre,29,Joven,Casado,Jesus Maria,Autoayuda,99.2
Hombre,27,Joven,Casado,San Juan de Miraflores,Programación,90.4
Mujer,54,Adulto,Soltero,San Borja,Autoayuda,117
Hombre,36,Adulto,Casado,San Juan de Miraflores,Infantil,29.6
Hombre,27,Joven,Casado,Centro de Lima,Empresas,108
Mujer,38,Adulto,Casado,San Juan de Miraflores,Academico,40
Hombre,23,Joven,Soltero,San Isidro,Nutricion,212
Hombre,52,Adulto,Casado,Los Olivos,Tecnologia,76
Mujer,18,Joven,Soltero,San Isidro,Novelas,67
Mujer,50,Adulto,Casado,Santiago de Surco,Autoayuda,71
Hombre,27,Joven,Casado,Chorrillos,Literatura  Peruana,230
Mujer,34,Adulto,Soltero,Miraflores,Tecnologia,92
Mujer,20,Joven,Soltero,Centro de Lima,Nutricion,143
Mujer,57,Adulto,Soltero,Chorrillos,Literatura Universal,80
Mujer,54,Adulto,Soltero,San Isidro,Nutricion,54.4
Mujer,56,Adulto,Soltero,Jesus Maria,Programación,65
Hombre,36,Adulto,Soltero,La Molina,Programación,209.33
Hombre,41,Adulto,Soltero,Santiago de Surco,Literatura Universal,69.33
Hombre,53,Adulto,Soltero,Santiago de Surco,Tecnologia,166
Hombre,24,Joven,Casado,Magdalena,Autoayuda,23.2
Hombre,56,Adulto,Casado,Santiago de Surco,Nutricion,61.33
Mujer,42,Adulto,Casado,Santiago de Surco,Tecnologia,97.6
Mujer,37,Adulto,Casado,Surquillo,Programación,56.8
Hombre,41,Adulto,Casado,Centro de Lima,Academico,84
Hombre,37,Adulto,Soltero,Los Olivos,Autoayuda,244
Mujer,21,Joven,Casado,La Molina,Historia,33
Mujer,58,Adulto,Casado,La Molina,Nutricion,172
Hombre,29,Joven,Casado,Los Olivos,Autoayuda,240
Mujer,50,Adulto,Casado,Chorrillos,Humanidad,146.67
Mujer,52,Adulto,Soltero,Miraflores,Academico,180
Mujer,31,Adulto,Casado,La Molina,Academico,52.8
Mujer,54,Adulto,Casado,Jesus Maria,Empresas,320
Mujer,52,Adulto,Casado,San Borja,Comics,110
Hombre,47,Adulto,Casado,Surquillo,Autoayuda,117.6
Hombre,41,Adulto,Casado,San Juan de Miraflores,Infantil,201.33
Hombre,54,Adulto,Soltero,Surquillo,Literatura  Peruana,74.4
Hombre,24,Joven,Casado,Miraflores,Infantil,76.8
Mujer,32,Adulto,Soltero,San Isidro,Humanidad,34
Hombre,44,Adulto,Soltero,Surquillo,Historia,72
Hombre,31,Adulto,Casado,San Borja,Historia,11
Hombre,47,Adulto,Soltero,Miraflores,Novelas,101.33
Hombre,23,Joven,Casado,Los Olivos,Novelas,118
Hombre,56,Adulto,Soltero,San Isidro,Historia,65.33
Hombre,37,Adulto,Soltero,La Molina,Tecnologia,258
Mujer,60,Adulto,Casado,Los Olivos,Literatura  Peruana,113.33
Mujer,20,Joven,Soltero,La Molina,Novelas,540
Hombre,35,Adulto,Casado,Los Olivos,Comics,49.33
Hombre,29,Joven,Soltero,San Isidro,Academico,81.33
Mujer,58,Adulto,Soltero,Surquillo,Nutricion,200
Hombre,46,Adulto,Soltero,Miraflores,Novelas,47.2
Hombre,45,Adulto,Soltero,Santiago de Surco,Humanidad,298
Hombre,37,Adulto,Soltero,Centro de Lima,Tecnologia,140
Mujer,38,Adulto,Casado,Centro de Lima,Historia,360
Hombre,47,Adulto,Soltero,San Juan de Miraflores,Tecnologia,71
Hombre,40,Adulto,Casado,La Molina,Autoayuda,206.67
Hombre,30,Joven,Soltero,San Juan de Miraflores,Historia,100
Hombre,19,Joven,Soltero,Magdalena,Programación,102.4
Hombre,46,Adulto,Casado,Magdalena,Nutricion,80.8
Hombre,51,Adulto,Soltero,Magdalena,Nutricion,122.67
Hombre,52,Adulto,Casado,Jesus Maria,Infantil,73
Mujer,56,Adulto,Soltero,San Juan de Miraflores,Literatura  Peruana,107
Mujer,60,Adulto,Soltero,San Juan de Miraflores,Empresas,244
Hombre,49,Adulto,Casado,La Molina,Nutricion,131
Hombre,51,Adulto,Casado,San Juan de Miraflores,Literatura Universal,120
Mujer,43,Adulto,Casado,Jesus Maria,Comics,564
Mujer,18,Joven,Casado,Jesus Maria,Literatura Universal,106
Hombre,39,Adulto,Casado,La Molina,Literatura  Peruana,35
Hombre,20,Joven,Soltero,La Molina,Historia,568
Hombre,47,Adulto,Soltero,Jesus Maria,Programación,103.2
Hombre,21,Joven,Soltero,San Borja,Nutricion,428
Mujer,21,Joven,Casado,Surquillo,Academico,94.4
Hombre,38,Adulto,Casado,Miraflores,Infantil,162
Mujer,21,Joven,Soltero,Surquillo,Programación,316
Mujer,49,Adulto,Soltero,Magdalena,Empresas,71.2
Hombre,40,Adulto,Casado,Jesus Maria,Literatura Universal,102
Mujer,31,Adulto,Casado,Santiago de Surco,Literatura  Peruana,147
Mujer,48,Adulto,Casado,Santiago de Surco,Infantil,121.33
Hombre,59,Adulto,Soltero,Miraflores,Novelas,104
Hombre,28,Joven,Soltero,San Juan de Miraflores,Academico,48
Mujer,59,Adulto,Casado,San Isidro,Empresas,140
Mujer,20,Joven,Soltero,San Borja,Programación,101.33
Hombre,20,Joven,Casado,Chorrillos,Historia,292
Mujer,27,Joven,Soltero,Santiago de Surco,Literatura Universal,50
Mujer,48,Adulto,Soltero,Los Olivos,Infantil,46.4
Mujer,40,Adulto,Casado,La Molina,Autoayuda,480
Mujer,23,Joven,Soltero,Jesus Maria,Literatura  Peruana,232
Mujer,52,Adulto,Soltero,Centro de Lima,Literatura Universal,99
Hombre,32,Adulto,Soltero,Centro de Lima,Historia,20
Hombre,55,Adulto,Soltero,Jesus Maria,Programación,152
Hombre,58,Adulto,Casado,Chorrillos,Programación,628
Mujer,42,Adulto,Casado,Los Olivos,Autoayuda,40
Hombre,57,Adulto,Casado,Magdalena,Novelas,111.2
Mujer,27,Joven,Casado,Surquillo,Autoayuda,100
Hombre,56,Adulto,Soltero,Jesus Maria,Novelas,16
Mujer,54,Adulto,Casado,Jesus Maria,Novelas,72
Hombre,26,Joven,Soltero,Jesus Maria,Literatura Universal,72
Hombre,43,Adulto,Casado,Jesus Maria,Comics,168
Mujer,48,Adulto,Casado,Chorrillos,Humanidad,26
Hombre,53,Adulto,Soltero,San Juan de Miraflores,Novelas,14
Mujer,53,Adulto,Casado,Magdalena,Tecnologia,104
Hombre,33,Adulto,Casado,La Molina,Nutricion,412
Mujer,19,Joven,Casado,Los Olivos,Literatura  Peruana,484
Hombre,45,Adulto,Soltero,San Isidro,Tecnologia,52.8
Mujer,40,Adulto,Casado,San Isidro,Novelas,272
Hombre,23,Joven,Soltero,San Juan de Miraflores,Historia,310
Mujer,53,Adulto,Soltero,La Molina,Literatura Universal,492
Hombre,48,Adulto,Soltero,Santiago de Surco,Academico,126
Mujer,31,Adulto,Casado,Jesus Maria,Novelas,81.33
Mujer,43,Adulto,Soltero,Centro de Lima,Nutricion,152
Mujer,54,Adulto,Soltero,Surquillo,Humanidad,220
Mujer,20,Joven,Casado,Magdalena,Historia,104
Hombre,18,Joven,Soltero,Santiago de Surco,Humanidad,632
Hombre,31,Adulto,Soltero,La Molina,Historia,126
Hombre,39,Adulto,Soltero,Chorrillos,Literatura  Peruana,136
Hombre,56,Adulto,Casado,Centro de Lima,Autoayuda,30.67
Mujer,26,Joven,Soltero,Magdalena,Comics,8.8
Hombre,48,Adulto,Casado,La Molina,Tecnologia,11.2
Mujer,26,Joven,Soltero,Centro de Lima,Nutricion,160
Hombre,21,Joven,Soltero,Centro de Lima,Nutricion,85.33
Mujer,46,Adulto,Soltero,San Borja,Historia,20
Hombre,48,Adulto,Casado,Miraflores,Empresas,120
Hombre,60,Adulto,Casado,Surquillo,Novelas,130.67
Mujer,29,Joven,Soltero,La Molina,Academico,33
Mujer,19,Joven,Soltero,Chorrillos,Comics,14.67
Hombre,54,Adulto,Casado,Miraflores,Literatura Universal,144
Mujer,21,Joven,Soltero,Santiago de Surco,Literatura  Peruana,220
Hombre,40,Adulto,Casado,Centro de Lima,Humanidad,144
Mujer,28,Joven,Soltero,San Borja,Literatura  Peruana,50
Mujer,39,Adulto,Casado,Magdalena,Autoayuda,116
Mujer,32,Adulto,Soltero,Santiago de Surco,Programación,440
Hombre,28,Joven,Soltero,Miraflores,Literatura Universal,23.2
Hombre,55,Adulto,Casado,Jesus Maria,Comics,468
Mujer,30,Joven,Casado,Jesus Maria,Autoayuda,23
Mujer,55,Adulto,Soltero,La Molina,Autoayuda,34
Mujer,18,Joven,Casado,San Isidro,Academico,137
Mujer,43,Adulto,Casado,Miraflores,Novelas,604
Mujer,48,Adulto,Casado,Jesus Maria,Comics,24
Hombre,41,Adulto,Soltero,Surquillo,Nutricion,148
Mujer,31,Adulto,Soltero,Los Olivos,Historia,44.8
Mujer,41,Adulto,Casado,Magdalena,Historia,208
Mujer,30,Joven,Casado,San Juan de Miraflores,Infantil,302
Hombre,33,Adulto,Soltero,Surquillo,Literatura  Peruana,49.33
Mujer,35,Adulto,Casado,San Juan de Miraflores,Comics,43.2
Mujer,56,Adulto,Casado,Miraflores,Nutricion,328
Mujer,20,Joven,Casado,San Isidro,Empresas,22.4
Hombre,28,Joven,Soltero,Miraflores,Historia,189.33
Mujer,28,Joven,Soltero,Centro de Lima,Autoayuda,188
Hombre,49,Adulto,Soltero,San Isidro,Historia,148
Hombre,31,Adulto,Soltero,San Isidro,Academico,201.33
Mujer,47,Adulto,Soltero,San Isidro,Programación,88
Hombre,32,Adulto,Soltero,Jesus Maria,Novelas,27.2
Mujer,50,Adulto,Casado,Surquillo,Autoayuda,576
Hombre,28,Joven,Casado,Magdalena,Literatura Universal,624
Hombre,33,Adulto,Casado,Surquillo,Novelas,56
Mujer,35,Adulto,Soltero,La Molina,Humanidad,117.6
Mujer,49,Adulto,Soltero,Magdalena,Comics,492
Hombre,56,Adulto,Casado,Chorrillos,Infantil,272
Mujer,44,Adulto,Casado,Chorrillos,Academico,113.33
Hombre,30,Joven,Casado,San Juan de Miraflores,Infantil,130
Hombre,48,Adulto,Soltero,Santiago de Surco,Nutricion,84
Mujer,59,Adulto,Soltero,San Isidro,Programación,192
Mujer,26,Joven,Soltero,Chorrillos,Programación,70
Mujer,38,Adulto,Casado,Santiago de Surco,Historia,198
Mujer,37,Adulto,Soltero,San Borja,Literatura Universal,192
Mujer,52,Adulto,Casado,San Borja,Literatura  Peruana,119.2
Hombre,41,Adulto,Soltero,San Borja,Autoayuda,58.67
Hombre,50,Adulto,Casado,Santiago de Surco,Nutricion,180
Hombre,26,Joven,Soltero,Chorrillos,Nutricion,37
Mujer,56,Adulto,Casado,Magdalena,Academico,118
Mujer,58,Adulto,Casado,Santiago de Surco,Academico,72
Hombre,24,Joven,Soltero,San Juan de Miraflores,Literatura Universal,64
Hombre,48,Adulto,Casado,Chorrillos,Nutricion,133
Mujer,33,Adulto,Casado,Miraflores,Programación,568
Hombre,57,Adulto,Soltero,Santiago de Surco,Historia,270
Hombre,49,Adulto,Casado,Chorrillos,Tecnologia,24
Hombre,19,Joven,Soltero,La Molina,Nutricion,120.8
Hombre,48,Adulto,Soltero,Surquillo,Empresas,61
Mujer,19,Joven,Soltero,La Molina,Autoayuda,111.2
Hombre,27,Joven,Soltero,Santiago de Surco,Literatura Universal,184
Hombre,60,Adulto,Casado,Jesus Maria,Humanidad,109
Hombre,18,Joven,Soltero,Miraflores,Humanidad,588
Mujer,32,Adulto,Soltero,Chorrillos,Programación,52
Hombre,48,Adulto,Soltero,Jesus Maria,Comics,120
Mujer,30,Joven,Casado,La Molina,Humanidad,51.2
Hombre,32,Adulto,Soltero,San Isidro,Humanidad,588
Mujer,27,Joven,Soltero,Santiago de Surco,Autoayuda,158
Mujer,49,Adulto,Casado,La Molina,Autoayuda,116
Mujer,21,Joven,Soltero,San Isidro,Academico,32
Hombre,21,Joven,Soltero,Centro de Lima,Programación,121.33
Hombre,27,Joven,Soltero,Surquillo,Academico,13.6
Mujer,26,Joven,Soltero,Santiago de Surco,Tecnologia,220
Hombre,24,Joven,Casado,Jesus Maria,Literatura  Peruana,28
Hombre,33,Adulto,Soltero,Jesus Maria,Academico,63
Hombre,23,Joven,Soltero,Santiago de Surco,Humanidad,320
Hombre,50,Adulto,Soltero,Miraflores,Tecnologia,80
Mujer,33,Adulto,Casado,Miraflores,Literatura  Peruana,68
Hombre,25,Joven,Soltero,San Isidro,Novelas,61.33
